frame,branch1_score,branch2_score,ground_truth
0,0.3360995650291443,0.9729744791984558,0
1,0.3360995650291443,0.9729744791984558,0
2,0.3360995650291443,0.9729744791984558,0
3,0.3360995650291443,0.9729744791984558,0
4,0.3360995650291443,0.9729744791984558,0
5,0.3360995650291443,0.9729744791984558,0
6,0.3360995650291443,0.9729744791984558,0
7,0.3360995650291443,0.9729744791984558,0
8,0.3360995650291443,0.9729744791984558,0
9,0.3360995650291443,0.9729744791984558,0
10,0.3360995650291443,0.9729744791984558,0
11,0.3360995650291443,0.9729744791984558,0
12,0.3360995650291443,0.9729744791984558,0
13,0.3360995650291443,0.9729744791984558,0
14,0.3360995650291443,0.9729744791984558,0
15,0.3360995650291443,0.9729744791984558,0
16,0.36871057748794556,0.9745182394981384,0
17,0.36871057748794556,0.9745182394981384,0
18,0.36871057748794556,0.9745182394981384,0
19,0.36871057748794556,0.9745182394981384,0
20,0.36871057748794556,0.9745182394981384,0
21,0.36871057748794556,0.9745182394981384,0
22,0.36871057748794556,0.9745182394981384,0
23,0.36871057748794556,0.9745182394981384,0
24,0.36871057748794556,0.9745182394981384,0
25,0.36871057748794556,0.9745182394981384,0
26,0.36871057748794556,0.9745182394981384,0
27,0.36871057748794556,0.9745182394981384,0
28,0.36871057748794556,0.9745182394981384,0
29,0.36871057748794556,0.9745182394981384,0
30,0.36871057748794556,0.9745182394981384,0
31,0.36871057748794556,0.9745182394981384,0
32,0.3792048394680023,0.9741637110710144,0
33,0.3792048394680023,0.9741637110710144,0
34,0.3792048394680023,0.9741637110710144,0
35,0.3792048394680023,0.9741637110710144,0
36,0.3792048394680023,0.9741637110710144,0
37,0.3792048394680023,0.9741637110710144,0
38,0.3792048394680023,0.9741637110710144,0
39,0.3792048394680023,0.9741637110710144,0
40,0.3792048394680023,0.9741637110710144,0
41,0.3792048394680023,0.9741637110710144,0
42,0.3792048394680023,0.9741637110710144,0
43,0.3792048394680023,0.9741637110710144,0
44,0.3792048394680023,0.9741637110710144,0
45,0.3792048394680023,0.9741637110710144,0
46,0.3792048394680023,0.9741637110710144,0
47,0.3792048394680023,0.9741637110710144,0
48,0.4190240204334259,0.9751593470573425,0
49,0.4190240204334259,0.9751593470573425,0
50,0.4190240204334259,0.9751593470573425,0
51,0.4190240204334259,0.9751593470573425,0
52,0.4190240204334259,0.9751593470573425,0
53,0.4190240204334259,0.9751593470573425,0
54,0.4190240204334259,0.9751593470573425,0
55,0.4190240204334259,0.9751593470573425,0
56,0.4190240204334259,0.9751593470573425,0
57,0.4190240204334259,0.9751593470573425,0
58,0.4190240204334259,0.9751593470573425,0
59,0.4190240204334259,0.9751593470573425,0
60,0.4190240204334259,0.9751593470573425,0
61,0.4190240204334259,0.9751593470573425,0
62,0.4190240204334259,0.9751593470573425,0
63,0.4190240204334259,0.9751593470573425,0
64,0.4663901925086975,0.977889895439148,0
65,0.4663901925086975,0.977889895439148,0
66,0.4663901925086975,0.977889895439148,0
67,0.4663901925086975,0.977889895439148,0
68,0.4663901925086975,0.977889895439148,0
69,0.4663901925086975,0.977889895439148,0
70,0.4663901925086975,0.977889895439148,0
71,0.4663901925086975,0.977889895439148,0
72,0.4663901925086975,0.977889895439148,0
73,0.4663901925086975,0.977889895439148,0
74,0.4663901925086975,0.977889895439148,0
75,0.4663901925086975,0.977889895439148,0
76,0.4663901925086975,0.977889895439148,0
77,0.4663901925086975,0.977889895439148,0
78,0.4663901925086975,0.977889895439148,0
79,0.4663901925086975,0.977889895439148,0
80,0.527747392654419,0.9806436896324158,0
81,0.527747392654419,0.9806436896324158,0
82,0.527747392654419,0.9806436896324158,0
83,0.527747392654419,0.9806436896324158,0
84,0.527747392654419,0.9806436896324158,0
85,0.527747392654419,0.9806436896324158,0
86,0.527747392654419,0.9806436896324158,0
87,0.527747392654419,0.9806436896324158,0
88,0.527747392654419,0.9806436896324158,0
89,0.527747392654419,0.9806436896324158,0
90,0.527747392654419,0.9806436896324158,0
91,0.527747392654419,0.9806436896324158,0
92,0.527747392654419,0.9806436896324158,0
93,0.527747392654419,0.9806436896324158,0
94,0.527747392654419,0.9806436896324158,0
95,0.527747392654419,0.9806436896324158,0
96,0.6166964173316956,0.9839786291122437,0
97,0.6166964173316956,0.9839786291122437,0
98,0.6166964173316956,0.9839786291122437,0
99,0.6166964173316956,0.9839786291122437,0
100,0.6166964173316956,0.9839786291122437,0
101,0.6166964173316956,0.9839786291122437,0
102,0.6166964173316956,0.9839786291122437,0
103,0.6166964173316956,0.9839786291122437,0
104,0.6166964173316956,0.9839786291122437,0
105,0.6166964173316956,0.9839786291122437,0
106,0.6166964173316956,0.9839786291122437,0
107,0.6166964173316956,0.9839786291122437,0
108,0.6166964173316956,0.9839786291122437,0
109,0.6166964173316956,0.9839786291122437,0
110,0.6166964173316956,0.9839786291122437,0
111,0.6166964173316956,0.9839786291122437,0
112,0.7040666937828064,0.9862784743309021,0
113,0.7040666937828064,0.9862784743309021,0
114,0.7040666937828064,0.9862784743309021,0
115,0.7040666937828064,0.9862784743309021,0
116,0.7040666937828064,0.9862784743309021,0
117,0.7040666937828064,0.9862784743309021,0
118,0.7040666937828064,0.9862784743309021,0
119,0.7040666937828064,0.9862784743309021,0
120,0.7040666937828064,0.9862784743309021,0
121,0.7040666937828064,0.9862784743309021,0
122,0.7040666937828064,0.9862784743309021,0
123,0.7040666937828064,0.9862784743309021,0
124,0.7040666937828064,0.9862784743309021,0
125,0.7040666937828064,0.9862784743309021,0
126,0.7040666937828064,0.9862784743309021,0
127,0.7040666937828064,0.9862784743309021,0
128,0.7737027406692505,0.9883241057395935,0
129,0.7737027406692505,0.9883241057395935,0
130,0.7737027406692505,0.9883241057395935,0
131,0.7737027406692505,0.9883241057395935,0
132,0.7737027406692505,0.9883241057395935,0
133,0.7737027406692505,0.9883241057395935,0
134,0.7737027406692505,0.9883241057395935,0
135,0.7737027406692505,0.9883241057395935,0
136,0.7737027406692505,0.9883241057395935,0
137,0.7737027406692505,0.9883241057395935,0
138,0.7737027406692505,0.9883241057395935,0
139,0.7737027406692505,0.9883241057395935,0
140,0.7737027406692505,0.9883241057395935,0
141,0.7737027406692505,0.9883241057395935,0
142,0.7737027406692505,0.9883241057395935,0
143,0.7737027406692505,0.9883241057395935,0
144,0.842178463935852,0.9901731014251709,0
145,0.842178463935852,0.9901731014251709,0
146,0.842178463935852,0.9901731014251709,0
147,0.842178463935852,0.9901731014251709,0
148,0.842178463935852,0.9901731014251709,0
149,0.842178463935852,0.9901731014251709,0
150,0.842178463935852,0.9901731014251709,0
151,0.842178463935852,0.9901731014251709,0
152,0.842178463935852,0.9901731014251709,0
153,0.842178463935852,0.9901731014251709,0
154,0.842178463935852,0.9901731014251709,0
155,0.842178463935852,0.9901731014251709,0
156,0.842178463935852,0.9901731014251709,0
157,0.842178463935852,0.9901731014251709,0
158,0.842178463935852,0.9901731014251709,0
159,0.842178463935852,0.9901731014251709,0
160,0.8899730443954468,0.9918035864830017,0
161,0.8899730443954468,0.9918035864830017,0
162,0.8899730443954468,0.9918035864830017,0
163,0.8899730443954468,0.9918035864830017,0
164,0.8899730443954468,0.9918035864830017,0
165,0.8899730443954468,0.9918035864830017,0
166,0.8899730443954468,0.9918035864830017,0
167,0.8899730443954468,0.9918035864830017,0
168,0.8899730443954468,0.9918035864830017,0
169,0.8899730443954468,0.9918035864830017,0
170,0.8899730443954468,0.9918035864830017,0
171,0.8899730443954468,0.9918035864830017,0
172,0.8899730443954468,0.9918035864830017,0
173,0.8899730443954468,0.9918035864830017,0
174,0.8899730443954468,0.9918035864830017,0
175,0.8899730443954468,0.9918035864830017,0
176,0.9304066896438599,0.9932956695556641,0
177,0.9304066896438599,0.9932956695556641,0
178,0.9304066896438599,0.9932956695556641,0
179,0.9304066896438599,0.9932956695556641,0
180,0.9304066896438599,0.9932956695556641,0
181,0.9304066896438599,0.9932956695556641,0
182,0.9304066896438599,0.9932956695556641,0
183,0.9304066896438599,0.9932956695556641,0
184,0.9304066896438599,0.9932956695556641,0
185,0.9304066896438599,0.9932956695556641,0
186,0.9304066896438599,0.9932956695556641,0
187,0.9304066896438599,0.9932956695556641,0
188,0.9304066896438599,0.9932956695556641,1
189,0.9304066896438599,0.9932956695556641,1
190,0.9304066896438599,0.9932956695556641,1
191,0.9304066896438599,0.9932956695556641,1
192,0.9628987312316895,0.9947271943092346,1
193,0.9628987312316895,0.9947271943092346,1
194,0.9628987312316895,0.9947271943092346,1
195,0.9628987312316895,0.9947271943092346,1
196,0.9628987312316895,0.9947271943092346,1
197,0.9628987312316895,0.9947271943092346,1
198,0.9628987312316895,0.9947271943092346,1
199,0.9628987312316895,0.9947271943092346,1
200,0.9628987312316895,0.9947271943092346,1
201,0.9628987312316895,0.9947271943092346,1
202,0.9628987312316895,0.9947271943092346,1
203,0.9628987312316895,0.9947271943092346,1
204,0.9628987312316895,0.9947271943092346,1
205,0.9628987312316895,0.9947271943092346,1
206,0.9628987312316895,0.9947271943092346,1
207,0.9628987312316895,0.9947271943092346,1
208,0.9797160625457764,0.995591938495636,1
209,0.9797160625457764,0.995591938495636,1
210,0.9797160625457764,0.995591938495636,1
211,0.9797160625457764,0.995591938495636,1
212,0.9797160625457764,0.995591938495636,1
213,0.9797160625457764,0.995591938495636,1
214,0.9797160625457764,0.995591938495636,1
215,0.9797160625457764,0.995591938495636,1
216,0.9797160625457764,0.995591938495636,1
217,0.9797160625457764,0.995591938495636,1
218,0.9797160625457764,0.995591938495636,1
219,0.9797160625457764,0.995591938495636,1
220,0.9797160625457764,0.995591938495636,1
221,0.9797160625457764,0.995591938495636,1
222,0.9797160625457764,0.995591938495636,1
223,0.9797160625457764,0.995591938495636,1
224,0.987700343132019,0.9963192939758301,1
225,0.987700343132019,0.9963192939758301,1
226,0.987700343132019,0.9963192939758301,1
227,0.987700343132019,0.9963192939758301,1
228,0.987700343132019,0.9963192939758301,1
229,0.987700343132019,0.9963192939758301,1
230,0.987700343132019,0.9963192939758301,1
231,0.987700343132019,0.9963192939758301,1
232,0.987700343132019,0.9963192939758301,1
233,0.987700343132019,0.9963192939758301,1
234,0.987700343132019,0.9963192939758301,1
235,0.987700343132019,0.9963192939758301,1
236,0.987700343132019,0.9963192939758301,1
237,0.987700343132019,0.9963192939758301,1
238,0.987700343132019,0.9963192939758301,1
239,0.987700343132019,0.9963192939758301,1
240,0.9908134341239929,0.9966011047363281,1
241,0.9908134341239929,0.9966011047363281,1
242,0.9908134341239929,0.9966011047363281,1
243,0.9908134341239929,0.9966011047363281,1
244,0.9908134341239929,0.9966011047363281,1
245,0.9908134341239929,0.9966011047363281,1
246,0.9908134341239929,0.9966011047363281,1
247,0.9908134341239929,0.9966011047363281,1
248,0.9908134341239929,0.9966011047363281,1
249,0.9908134341239929,0.9966011047363281,1
250,0.9908134341239929,0.9966011047363281,1
251,0.9908134341239929,0.9966011047363281,1
252,0.9908134341239929,0.9966011047363281,1
253,0.9908134341239929,0.9966011047363281,1
254,0.9908134341239929,0.9966011047363281,1
255,0.9908134341239929,0.9966011047363281,1
256,0.9922316074371338,0.996772289276123,1
257,0.9922316074371338,0.996772289276123,1
258,0.9922316074371338,0.996772289276123,1
259,0.9922316074371338,0.996772289276123,1
260,0.9922316074371338,0.996772289276123,1
261,0.9922316074371338,0.996772289276123,1
262,0.9922316074371338,0.996772289276123,1
263,0.9922316074371338,0.996772289276123,1
264,0.9922316074371338,0.996772289276123,1
265,0.9922316074371338,0.996772289276123,1
266,0.9922316074371338,0.996772289276123,1
267,0.9922316074371338,0.996772289276123,1
268,0.9922316074371338,0.996772289276123,1
269,0.9922316074371338,0.996772289276123,1
270,0.9922316074371338,0.996772289276123,1
271,0.9922316074371338,0.996772289276123,1
272,0.9918690919876099,0.9966859221458435,1
273,0.9918690919876099,0.9966859221458435,1
274,0.9918690919876099,0.9966859221458435,1
275,0.9918690919876099,0.9966859221458435,1
276,0.9918690919876099,0.9966859221458435,1
277,0.9918690919876099,0.9966859221458435,1
278,0.9918690919876099,0.9966859221458435,1
279,0.9918690919876099,0.9966859221458435,1
280,0.9918690919876099,0.9966859221458435,1
281,0.9918690919876099,0.9966859221458435,1
282,0.9918690919876099,0.9966859221458435,1
283,0.9918690919876099,0.9966859221458435,1
284,0.9918690919876099,0.9966859221458435,1
285,0.9918690919876099,0.9966859221458435,1
286,0.9918690919876099,0.9966859221458435,1
287,0.9918690919876099,0.9966859221458435,1
288,0.9899026155471802,0.9963352084159851,1
289,0.9899026155471802,0.9963352084159851,1
290,0.9899026155471802,0.9963352084159851,1
291,0.9899026155471802,0.9963352084159851,1
292,0.9899026155471802,0.9963352084159851,1
293,0.9899026155471802,0.9963352084159851,1
294,0.9899026155471802,0.9963352084159851,1
295,0.9899026155471802,0.9963352084159851,1
296,0.9899026155471802,0.9963352084159851,1
297,0.9899026155471802,0.9963352084159851,1
298,0.9899026155471802,0.9963352084159851,1
299,0.9899026155471802,0.9963352084159851,1
300,0.9899026155471802,0.9963352084159851,1
301,0.9899026155471802,0.9963352084159851,1
302,0.9899026155471802,0.9963352084159851,1
303,0.9899026155471802,0.9963352084159851,1
304,0.9855880737304688,0.9958145618438721,1
305,0.9855880737304688,0.9958145618438721,1
306,0.9855880737304688,0.9958145618438721,1
307,0.9855880737304688,0.9958145618438721,1
308,0.9855880737304688,0.9958145618438721,1
309,0.9855880737304688,0.9958145618438721,1
310,0.9855880737304688,0.9958145618438721,1
311,0.9855880737304688,0.9958145618438721,1
312,0.9855880737304688,0.9958145618438721,1
313,0.9855880737304688,0.9958145618438721,1
314,0.9855880737304688,0.9958145618438721,1
315,0.9855880737304688,0.9958145618438721,1
316,0.9855880737304688,0.9958145618438721,1
317,0.9855880737304688,0.9958145618438721,1
318,0.9855880737304688,0.9958145618438721,1
319,0.9855880737304688,0.9958145618438721,1
320,0.9797737002372742,0.995286226272583,1
321,0.9797737002372742,0.995286226272583,1
322,0.9797737002372742,0.995286226272583,1
323,0.9797737002372742,0.995286226272583,1
324,0.9797737002372742,0.995286226272583,1
325,0.9797737002372742,0.995286226272583,1
326,0.9797737002372742,0.995286226272583,1
327,0.9797737002372742,0.995286226272583,1
328,0.9797737002372742,0.995286226272583,1
329,0.9797737002372742,0.995286226272583,1
330,0.9797737002372742,0.995286226272583,1
331,0.9797737002372742,0.995286226272583,1
332,0.9797737002372742,0.995286226272583,1
333,0.9797737002372742,0.995286226272583,1
334,0.9797737002372742,0.995286226272583,1
335,0.9797737002372742,0.995286226272583,1
336,0.9725307822227478,0.9944337010383606,1
337,0.9725307822227478,0.9944337010383606,1
338,0.9725307822227478,0.9944337010383606,1
339,0.9725307822227478,0.9944337010383606,1
340,0.9725307822227478,0.9944337010383606,1
341,0.9725307822227478,0.9944337010383606,1
342,0.9725307822227478,0.9944337010383606,1
343,0.9725307822227478,0.9944337010383606,1
344,0.9725307822227478,0.9944337010383606,1
345,0.9725307822227478,0.9944337010383606,1
346,0.9725307822227478,0.9944337010383606,1
347,0.9725307822227478,0.9944337010383606,1
348,0.9725307822227478,0.9944337010383606,1
349,0.9725307822227478,0.9944337010383606,1
350,0.9725307822227478,0.9944337010383606,1
351,0.9725307822227478,0.9944337010383606,1
352,0.9608584046363831,0.9935503602027893,1
353,0.9608584046363831,0.9935503602027893,1
354,0.9608584046363831,0.9935503602027893,1
355,0.9608584046363831,0.9935503602027893,1
356,0.9608584046363831,0.9935503602027893,1
357,0.9608584046363831,0.9935503602027893,1
358,0.9608584046363831,0.9935503602027893,1
359,0.9608584046363831,0.9935503602027893,1
360,0.9608584046363831,0.9935503602027893,1
361,0.9608584046363831,0.9935503602027893,1
362,0.9608584046363831,0.9935503602027893,1
363,0.9608584046363831,0.9935503602027893,1
364,0.9608584046363831,0.9935503602027893,1
365,0.9608584046363831,0.9935503602027893,1
366,0.9608584046363831,0.9935503602027893,1
367,0.9608584046363831,0.9935503602027893,1
368,0.9454426169395447,0.9928848147392273,1
369,0.9454426169395447,0.9928848147392273,1
370,0.9454426169395447,0.9928848147392273,1
371,0.9454426169395447,0.9928848147392273,1
372,0.9454426169395447,0.9928848147392273,1
373,0.9454426169395447,0.9928848147392273,1
374,0.9454426169395447,0.9928848147392273,1
375,0.9454426169395447,0.9928848147392273,1
376,0.9454426169395447,0.9928848147392273,1
377,0.9454426169395447,0.9928848147392273,1
378,0.9454426169395447,0.9928848147392273,1
379,0.9454426169395447,0.9928848147392273,1
380,0.9454426169395447,0.9928848147392273,1
381,0.9454426169395447,0.9928848147392273,1
382,0.9454426169395447,0.9928848147392273,1
383,0.9454426169395447,0.9928848147392273,1
384,0.931117832660675,0.9920037388801575,1
385,0.931117832660675,0.9920037388801575,1
386,0.931117832660675,0.9920037388801575,1
387,0.931117832660675,0.9920037388801575,1
388,0.931117832660675,0.9920037388801575,1
389,0.931117832660675,0.9920037388801575,1
390,0.931117832660675,0.9920037388801575,1
391,0.931117832660675,0.9920037388801575,1
392,0.931117832660675,0.9920037388801575,1
393,0.931117832660675,0.9920037388801575,1
394,0.931117832660675,0.9920037388801575,1
395,0.931117832660675,0.9920037388801575,1
396,0.931117832660675,0.9920037388801575,1
397,0.931117832660675,0.9920037388801575,1
398,0.931117832660675,0.9920037388801575,1
399,0.931117832660675,0.9920037388801575,1
400,0.9000638723373413,0.990955114364624,1
401,0.9000638723373413,0.990955114364624,1
